Unnamed: 0,tweet_id,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,__target__
1377,5.69749896095359e+17,1.0,Cancelled Flight,1.0,United,patlee,0.0,unit glad took care reschedul ua 1580 ogg cancel flightl,"[37.7790262, -122.419906]",2015-02-22 22:45:35 -0800,"San Francisco, California",Pacific Time (US & Canada),0
9548,5.69882980992336e+17,0.6987,Customer Service Issue,0.6987,US Airways,MeeestarCoke,0.0,usairway americanair 3 hour hold got rebook new flight yesterday ask new itineraryconfirm email sent,"[46.3144754, 11.0480288]",2015-02-23 07:34:25 -0800,,,0
3182,5.68611364803097e+17,1.0,,0.6307488939105613,United,mosesfreund,0.0,unit sent confirm via dm thank much,"[41.8755616, -87.6244212]",2015-02-19 19:21:28 -0800,Chicago,,2
586,5.70265596220166e+17,1.0,Customer Service Issue,0.699,United,discobiscuit63,0.0227272727272727,unit okc ticket agent roger mclarrensp less help intl group travel problem cant find supervisor help,"[30.2711286, -97.7436995]",2015-02-24 08:54:47 -0800,Austin,Central Time (US & Canada),0
10755,5.6890480445141e+17,0.6237,,0.6307488939105613,US Airways,MikeSelesky,0.0,usairway thank,"[46.3144754, 11.0480288]",2015-02-20 14:47:29 -0800,,,2
868,5.70044554130424e+17,0.6641,,0.6307488939105613,United,momsgoodeats,0.0,decis decis mandarinjourney unit wed love tri servic offer statu match kp,"[30.2711286, -97.7436995]",2015-02-23 18:16:27 -0800,"Austin, Texas",Central Time (US & Canada),1
1553,5.69666679963312e+17,1.0,Cancelled Flight,0.6659,United,tonywhelan,0.0,unit miss ktm flight due ur cancel flightlat mike supervisor disgust day late flight apolog upgrad offer lhr ord,"[-0.2201641, -78.5123274]",2015-02-22 17:14:55 -0800,Quito,Quito,0
1772,5.69591954830451e+17,1.0,,0.6307488939105613,United,Lmuschel,0.0,unit fact receiv board pass,"[41.8755616, -87.6244212]",2015-02-22 12:17:59 -0800,Chicago,,1
7732,5.69300264349364e+17,1.0,,0.6307488939105613,Delta,spaceracedjs,0.0,jetblu went beyond help,"[40.7587979, -73.9623427]",2015-02-21 16:58:54 -0800,"New York City, New York",Eastern Time (US & Canada),2
6468,5.67830505414103e+17,0.6693,Flight Booking Problems,0.3496,Southwest,ursonate,0.0,southwestair bo msp msp au au bo site doesnt seem display field middl trip add 3rd,"[40.7587979, -73.9623427]",2015-02-17 15:38:36 -0800,"New York City, New York",Eastern Time (US & Canada),0
8910,5.67758020239966e+17,0.6686,,0.6307488939105613,Delta,jadidheart,0.0,jetblu alittl money book flight 12 way,"[33.7489924, -84.3902644]",2015-02-17 10:50:35 -0800,Atlanta,,1
4968,5.69596778426855e+17,0.6852,,0.0,Southwest,leahrotella,0.0,southwestair got back 20 min ago went 18 hr wo appreci support 50 voucher 50 essenti,"[40.7587979, -73.9623427]",2015-02-22 12:37:09 -0800,"New York City, New York",Eastern Time (US & Canada),2
4972,5.69589955837628e+17,1.0,,0.6307488939105613,Southwest,MysticlyClear,0.0,southwestair heard rumor flight 898 cancel flightl true,"[39.7392364, -104.984862]",2015-02-22 12:10:02 -0800,"Denver, Colorado",Mountain Time (US & Canada),1
2787,5.68900079962075e+17,0.7129,Bad Flight,0.7129,United,caseymugar,0.0,unit add wifi entertain old seat ill come back,"[37.7790262, -122.419906]",2015-02-20 14:28:43 -0800,"San Francisco, California",Pacific Time (US & Canada),0
9124,5.70203037823836e+17,1.0,Can't Tell,0.6617,US Airways,eatmyshorts2263,0.0,usairway unit two broken airplan two day late flightr im strand funer miss last semest colleg,"[40.7587979, -73.9623427]",2015-02-24 04:46:12 -0800,"New York City, New York",Eastern Time (US & Canada),0
4976,5.6958837503796e+17,1.0,Cancelled Flight,1.0,Southwest,DigitalCK,0.0,southwestair wife flight dal got cancel flightl find option get back home 1708 phxgtdal,"[33.00605781, -96.76519155]",2015-02-22 12:03:45 -0800,"Austin, Texas",Central Time (US & Canada),0
11687,5.67818690096542e+17,1.0,Bad Flight,0.6768,US Airways,mintzrandy,0.0,usairway disappoint wasnt allow chang seat check earli onlin flight tomorrow morn,"[40.7587979, -73.9623427]",2015-02-17 14:51:39 -0800,"New York City, New York",Eastern Time (US & Canada),0
8265,5.68546837231043e+17,1.0,,0.6307488939105613,Delta,JetBlueNews,0.0,jetblu dc think summer new nantucket servic digit journal,"[-33.8698439, 151.2082848]",2015-02-19 15:05:03 -0800,Sydney,Sydney,1
2567,5.69056573731021e+17,0.6533,Bad Flight,0.3436,United,StevieT_89,0.0,unit flight new york love qualiti plane unit wtf crappi aviat newyork,"[41.8755616, -87.6244212]",2015-02-21 00:50:34 -0800,"Chicago, Illinois",,0
9448,5.69933275436708e+17,1.0,Late Flight,1.0,US Airways,meganpberger,0.0,usairway americanair flight 415 get paperwork input taken hour sittingontheplan hungri,"[-0.2201641, -78.5123274]",2015-02-23 10:54:16 -0800,Quito,Quito,0
745,5.70105020999344e+17,1.0,,0.6307488939105613,United,MelanieSpring,0.0,unit melaniespr well see kn run plane run thank help,"[40.7587979, -73.9623427]",2015-02-23 22:16:43 -0800,"New York City, New York",Eastern Time (US & Canada),2
1600,5.69648584909435e+17,0.6477,,0.0,United,Spencerklein,0.0,unit would next flight haydensteamboat,"[40.7587979, -73.9623427]",2015-02-22 16:03:00 -0800,New York,Eastern Time (US & Canada),1
3666,5.68195829238006e+17,0.6556,Bad Flight,0.3333,United,JaimeAlexis,0.0,unit make total sens except flight wasnt full ive got empti seat around amp overhead half open board,"[40.7587979, -73.9623427]",2015-02-18 15:50:16 -0800,"New York City, New York",Eastern Time (US & Canada),0
5758,5.68644929595056e+17,0.6524,Can't Tell,0.6524,Southwest,Yaardiegurl,0.0,southwestair extra luggag cost 75,"[64.4459613, -149.680909]",2015-02-19 21:34:50 -0800,Alaska,Alaska,0
8610,5.68115928044405e+17,1.0,,0.6307488939105613,Delta,MaxwellAMooney,0.0,jetblu friendli engag person handl clarifi question baggag fee well took interest,"[37.7790262, -122.419906]",2015-02-18 10:32:46 -0800,"San Francisco, California",Pacific Time (US & Canada),2
11164,5.6846964584328e+17,1.0,,0.6307488939105613,US Airways,cahillwilliamr,0.0,usairway success made flight pleas thank crew 556 great time recoveri,"[46.3144754, 11.0480288]",2015-02-19 09:58:19 -0800,,,2
8166,5.686423573794e+17,1.0,,0.6307488939105613,Delta,adatts33,0.0,jetblu definit,"[33.7489924, -84.3902644]",2015-02-19 21:24:37 -0800,Atlanta,,2
11156,5.6847340154486e+17,1.0,,0.6307488939105613,US Airways,Suejacken,0.0,usairway thank,"[40.7587979, -73.9623427]",2015-02-19 10:13:15 -0800,New York,Eastern Time (US & Canada),2
5846,5.68552809555104e+17,1.0,,0.6307488939105613,Southwest,AgroEquipment,0.0,southwestair rescu sundown chicago next stop san antonio,"[30.2711286, -97.7436995]",2015-02-19 15:28:47 -0800,"Austin, Texas",Central Time (US & Canada),1
11987,5.70275726483542e+17,1.0,,0.6307488939105613,American,StefanNiemczyk,0.0,americanair id like apolog gate agent flight aa76 awar zone 1 nine preciou gem,"[34.395342, -111.763275]",2015-02-24 09:35:03 -0800,Arizona,Arizona,1
3340,5.68513007849841e+17,1.0,,0.6307488939105613,United,vmnkishore,0.0,unit pleasantli surpris qualiti servic flightflew lgacleden friendli crew love concept byod worksnic,"[40.71517211, -74.01453422]",2015-02-19 12:50:38 -0800,London,London,2
1686,5.69625419097313e+17,1.0,,0.6307488939105613,United,BigJosh797,0.0,unit 220 denver ap gate b91 destin santa fe agent ashley amaz job face angri travel kudo,"[30.2711286, -97.7436995]",2015-02-22 14:30:57 -0800,"Austin, Texas",Central Time (US & Canada),2
3634,5.68217863611404e+17,1.0,Lost Luggage,0.6485,United,theLOdown94,0.0,unit worst airlin lost luggag delay flight unaccomid,"[45.1960403, -63.1653789]",2015-02-18 17:17:50 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),0
9185,5.70078379421991e+17,0.6564,Customer Service Issue,0.3544,US Airways,tracee28,0.0,usairway done process initi saturday morn cant get info websit issu amp inadequ phone coverag 2 get updat,"[29.99135326, -95.52122091]",2015-02-23 20:30:51 -0800,"New York City, New York",Eastern Time (US & Canada),0
3418,5.68457483301339e+17,1.0,Lost Luggage,0.3445,United,DMSHIPMAN915,0.0,unit messag request call baggag team still newark pleas help let know next step,"[41.8755616, -87.6244212]",2015-02-19 09:10:00 -0800,"Chicago, Illinois",,0
2023,5.69470053348823e+17,1.0,Cancelled Flight,1.0,United,DVERandy,0.0227272727272727,unit cancel flightl flight without notif,"[41.8755616, -87.6244212]",2015-02-22 04:13:35 -0800,"Chicago, Illinois",,0
7457,5.69588667225928e+17,0.6697,Lost Luggage,0.3557,Delta,uzisuzi,0.0,jetblu 118 boston still sit,"[40.7587979, -73.9623427]",2015-02-22 12:04:55 -0800,"New York City, New York",Eastern Time (US & Canada),0
9391,5.6995830144374e+17,1.0,Late Flight,0.3444,US Airways,FahadHassan,0.0,usairway dont blame weather rep counter cost entir day weather print board pass late flight takerespons,"[40.7587979, -73.9623427]",2015-02-23 12:33:43 -0800,"New York City, New York",Eastern Time (US & Canada),0
5670,5.68823099182985e+17,0.3612,,0.0,Southwest,Muirkat_23,0.0,southwestair deborah help,"[32.7762719, -96.7968559]",2015-02-20 09:22:49 -0800,Dallas,,2
11895,5.70305264613765e+17,1.0,,0.6307488939105613,American,jamucsb,0.0,americanair thank,"[37.7790262, -122.419906]",2015-02-24 11:32:25 -0800,"San Francisco, California",Pacific Time (US & Canada),2
765,5.7009110967577e+17,1.0,Cancelled Flight,1.0,United,Meyer47,0.0227272727272727,unit peopl counter help see nobodi flight austin 1055 still sit,"[41.8755616, -87.6244212]",2015-02-23 21:21:26 -0800,"Chicago, Illinois",,0
3309,5.68536634058084e+17,1.0,Late Flight,0.6452,United,khigdon1,0.0,unit worst airlin ever 70 leg travel offici done time vocab im take premier statu,"[41.8755616, -87.6244212]",2015-02-19 14:24:31 -0800,Chicago,,0
7403,5.69624621047112e+17,1.0,Late Flight,1.0,Delta,BillChurchMedia,0.0,jetblu what excus time 1117 delay lga tpa know plane air,"[37.7790262, -122.419906]",2015-02-22 14:27:47 -0800,"San Francisco, California",Pacific Time (US & Canada),0
6609,5.67759608643453e+17,1.0,Late Flight,0.3804,Southwest,caffiend,0.0,southwestair buy earli bird pointless move diff flight bc first one delay lost board posit,"[30.2711286, -97.7436995]",2015-02-17 10:56:53 -0800,"Austin, Texas",Central Time (US & Canada),0
8045,5.68839596261249e+17,0.6409,,0.6307488939105613,Delta,SMHillman,0.0,jetblu let say idontwannalivewithoutyourlov itwasminttob bestinclasssoci thankyou travel busi,"[40.7587979, -73.9623427]",2015-02-20 10:28:22 -0800,"New York City, New York",Eastern Time (US & Canada),1
5301,5.6920805114565e+17,1.0,Customer Service Issue,1.0,Southwest,jaretgordon,0.0,southwestair hire custom servic agent hour half long hold,"[30.2711286, -97.7436995]",2015-02-21 10:52:29 -0800,Austin,Central Time (US & Canada),0
3792,5.68121964444951e+17,0.701,,0.6307488939105613,United,LeeRose20,0.0,unit boe 777 star allianc short final heathrowairport 27l amaz winter morn 777 avgeek,"[41.8755616, -87.6244212]",2015-02-18 10:56:46 -0800,"Chicago, Illinois",,2
5169,5.69285269981168e+17,1.0,Lost Luggage,1.0,Southwest,JeremyLittau,0.0,southwestair wife need help strand chicago cant get monday wont find bag volum high,"[40.7587979, -73.9623427]",2015-02-21 15:59:19 -0800,"New York City, New York",Eastern Time (US & Canada),0
5441,5.69017194564096e+17,1.0,Lost Luggage,1.0,Southwest,SullyofAmes,0.0,southwestair lost luggag birthday wish find luggag,"[32.7762719, -96.7968559]",2015-02-20 22:14:05 -0800,"Dallas, Texas",,0
11173,5.68457955223454e+17,1.0,Customer Service Issue,1.0,US Airways,jetland,0.0,usairway phone hold 30 min tri speak agent cant chang reserv onlin sigh badcustomerexperi,"[40.7587979, -73.9623427]",2015-02-19 09:11:52 -0800,"New York City, New York",Eastern Time (US & Canada),0
2171,5.69330646901895e+17,0.6702,longlines,0.3723,United,stevestillalive,0.0,unit board plane would much faster board back front instead front back makessens effici travel fli,"[37.61926072, -122.38812564]",2015-02-21 18:59:38 -0800,"San Francisco, California",Pacific Time (US & Canada),0
10400,5.69330337735696e+17,1.0,Customer Service Issue,1.0,US Airways,FalconjcJohn,0.0227272727272727,usairway least get respons tri gate person sent wrong way cust srvc cust srvc found,"[46.3144754, 11.0480288]",2015-02-21 18:58:24 -0800,,,0
317,5.68769672922812e+17,1.0,Customer Service Issue,0.6237,Virgin America,iamnayr,0.0,virginamerica cant check site look like everi time load,"[37.7790262, -122.419906]",2015-02-20 05:50:31 -0800,"San Francisco, California",Pacific Time (US & Canada),0
11172,5.684581577035e+17,1.0,Customer Service Issue,1.0,US Airways,dtndtndtndtn,0.0,usairway hold two hour got hung oh god,"[30.2711286, -97.7436995]",2015-02-19 09:12:40 -0800,"Austin, Texas",Central Time (US & Canada),0
9681,5.6972070119775e+17,1.0,Can't Tell,1.0,US Airways,jamokee,0.0,usairway worst,"[64.4459613, -149.680909]",2015-02-22 20:49:34 -0800,Alaska,Alaska,0
2926,5.68828543423123e+17,1.0,Can't Tell,0.663,United,riad_otoum,0.0,unit tell airlin lost mine famili busi day age messag twitter travel fast,"[41.8755616, -87.6244212]",2015-02-20 09:44:27 -0800,"Chicago, Illinois",,0
5087,5.69357127040541e+17,1.0,Customer Service Issue,0.6925,Southwest,enzo_the_baker,0.0,southwestair hold 2 hour call got disconnect thank lot,"[40.7587979, -73.9623427]",2015-02-21 20:44:51 -0800,New York,Eastern Time (US & Canada),0
9844,5.69644249337111e+17,1.0,Late Flight,0.6987,US Airways,dailydebs,0.0,usairway realli 8 hr delay virgin island even food voucher,"[46.3144754, 11.0480288]",2015-02-22 15:45:47 -0800,,,0
8874,5.67779535307801e+17,0.6796,,0.6307488939105613,Delta,cbousquet12,0.0,jetblu connecticut,"[45.1960403, -63.1653789]",2015-02-17 12:16:04 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),1
1422,5.69724245963444e+17,1.0,Customer Service Issue,1.0,United,kyles32,0.0,unit custom servic worst hang custom intent one hour hold,"[41.8755616, -87.6244212]",2015-02-22 21:03:39 -0800,Chicago,,0
7989,5.6889989320645e+17,1.0,Late Flight,1.0,Delta,timmybicicleta,0.0,jetblu mayb announc delay dont sit plane runway hour take,"[45.1960403, -63.1653789]",2015-02-20 14:27:58 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),0
636,5.70235387009839e+17,1.0,Customer Service Issue,0.6818,United,Evan_Flay,0.0,unit incred easi fix would rather stay comfort zone get forc mine,"[29.98350283, -95.33678993]",2015-02-24 06:54:45 -0800,"San Francisco, California",Pacific Time (US & Canada),0
9614,5.69822645065093e+17,1.0,Customer Service Issue,0.6592,US Airways,notmakefriends,0.0,usairway forc section 4 5 check carri would pack differ check bag even allow piss,"[37.7790262, -122.419906]",2015-02-23 03:34:40 -0800,"San Francisco, California",Pacific Time (US & Canada),0
9248,5.70024174162485e+17,1.0,Bad Flight,0.642,US Airways,jkfreeman1,0.0,usairway sat ramp 45 min miss connect one seem concern usairway,"[30.2711286, -97.7436995]",2015-02-23 16:55:28 -0800,"Austin, Texas",Central Time (US & Canada),0
11703,5.67805039583199e+17,1.0,Customer Service Issue,0.6776,US Airways,michael_lepp,0.0227272727272727,usairway rude arrog gate personnel uncal unprofession theworst,"[-0.2201641, -78.5123274]",2015-02-17 13:57:25 -0800,Quito,Quito,0
7034,5.69949217843605e+17,0.6582,Can't Tell,0.6582,Delta,swingkennedy,0.0,brand stop shit stop rt jetblu fleet fleek,"[40.7587979, -73.9623427]",2015-02-23 11:57:37 -0800,"New York City, New York",Eastern Time (US & Canada),0
11744,5.67781757274292e+17,1.0,Cancelled Flight,0.6606,US Airways,rkasold,0.0,usairway 25 hour late flightr flight cancel flightl got ta work intern commun skill,"[40.7587979, -73.9623427]",2015-02-17 12:24:54 -0800,New York,Eastern Time (US & Canada),0
7394,5.69627907871502e+17,1.0,Lost Luggage,0.6659,Delta,ericnax,0.0,jetblu thank guarante deli ever bag hotel bag miss connect sfo customerservicenot,"[40.7587979, -73.9623427]",2015-02-22 14:40:51 -0800,New York,Eastern Time (US & Canada),0
3090,5.68699390962958e+17,1.0,Customer Service Issue,0.6912,United,JerikaPhelps,0.0,unit seem like one unit help lot finger point zero peopl step least gate oreo,"[41.8755616, -87.6244212]",2015-02-20 01:11:15 -0800,Chicago,,0
8697,5.67992830943224e+17,1.0,,0.6307488939105613,Delta,superstarpromo1,0.0,jetblu _justdippin_ drop new video upcom project thetakeov produc yponthebeat rt,"[33.7489924, -84.3902644]",2015-02-18 02:23:38 -0800,"Atlanta, Georgia",,1
521,5.70298411582394e+17,0.6351,,0.6307488939105613,United,JordanTapiia,0.0,unit follow pleas airlin beautiful,"[30.2711286, -97.7436995]",2015-02-24 11:05:11 -0800,"Austin, Texas",Central Time (US & Canada),2
10808,5.68858974281314e+17,1.0,Cancelled Flight,0.3431,US Airways,CLChicosky,0.0,usairway amp also told comp upgrad etc reflight book problem good enough usairwaysfail,"[46.3144754, 11.0480288]",2015-02-20 11:45:23 -0800,,,0
7792,5.69241776617161e+17,1.0,,0.6307488939105613,Delta,Markjeffries1,0.0,jetblu phew pant wheez,"[40.7587979, -73.9623427]",2015-02-21 13:06:30 -0800,"New York City, New York",Eastern Time (US & Canada),1
11313,5.68218389619077e+17,1.0,,0.6307488939105613,US Airways,billgunger,0.0,usairway ice cream front solid,"[58.7523778, 25.3319078]",2015-02-18 17:19:55 -0800,EST,EST,2
6769,5.70291066466898e+17,0.6266,,0.0,Delta,theREAL_Tiffany,0.0,jetblu date destin im head,"[40.7587979, -73.9623427]",2015-02-24 10:36:00 -0800,"New York City, New York",Eastern Time (US & Canada),1
6340,5.68050718772314e+17,0.6544,,0.0,Southwest,OJ27Canelo,0.0,southwestair first time flyer schedul roundtrip set departur date sure return date policyfe chang flight,"[32.7762719, -96.7968559]",2015-02-18 06:13:39 -0800,Dallas,,1
1908,5.69526070615138e+17,1.0,Lost Luggage,1.0,United,Finrz,0.0,unit give direct number call regard lost baggag immedi,"[19.593801499999998, -155.42837009716908]",2015-02-22 07:56:11 -0800,Hawaii,Hawaii,0
10535,5.69217929541239e+17,0.696,Cancelled Flight,0.696,US Airways,ERHinman,0.0,usairway flight cancel flightl cant reach anyon phone ticket agent safe assum wasnt rebook,"[40.7587979, -73.9623427]",2015-02-21 11:31:44 -0800,"New York City, New York",Eastern Time (US & Canada),0
9600,5.69844782702338e+17,1.0,Customer Service Issue,1.0,US Airways,MadameMoodle,0.0,usairway sure know pamper custom strand abroad badcustomerservic fend4yourself youareonyourown,"[21.15194085, -86.82443877]",2015-02-23 05:02:38 -0800,"San Francisco, California",Pacific Time (US & Canada),0
7710,5.69327066887402e+17,1.0,Customer Service Issue,0.3606,Delta,SpedAdvocates,0.0,jetblu got luggag wait 40 min went home right famili ada friendli wait long w chair,"[40.7587979, -73.9623427]",2015-02-21 18:45:24 -0800,"New York City, New York",Eastern Time (US & Canada),0
11462,5.68100371794665e+17,1.0,Lost Luggage,1.0,US Airways,tannapistolis,0.0,usairway link doesnt work ive tri track bag sever time still doesnt clarifi,"[40.7587979, -73.9623427]",2015-02-18 09:30:58 -0800,New York,Eastern Time (US & Canada),0
11544,5.6802968262665e+17,1.0,,0.6307488939105613,US Airways,BobMargolis,0.0,usairway work hard make sure thing flow smoothli keep posit,"[40.7587979, -73.9623427]",2015-02-18 04:50:04 -0800,"New York City, New York",Eastern Time (US & Canada),2
8670,5.68045665185452e+17,1.0,,0.6307488939105613,Delta,BrianWalkerCHI,0.0,jetblu social media take flight fli likeagirl brand lesson learn smm brand,"[30.2711286, -97.7436995]",2015-02-18 05:53:35 -0800,"Austin, Texas",Central Time (US & Canada),1
6216,5.68118177537745e+17,0.6735,,0.6307488939105613,Southwest,BobbiStorm,0.0,southwestair go south everyon,"[32.7762719, -96.7968559]",2015-02-18 10:41:43 -0800,"Dallas, Texas",,1
3299,5.68541544506114e+17,1.0,longlines,0.6762,United,JFED15,0.0,unit airlin joke 1 person work special servic ewr line 15 ppl deep grow,"[41.8755616, -87.6244212]",2015-02-19 14:44:01 -0800,Chicago,,0
3,5.70301031407624e+17,1.0,Bad Flight,0.7033,Virgin America,jnardino,0.0,virginamerica realli aggress blast obnoxi entertain guest face amp littl recours,"[37.7790262, -122.419906]",2015-02-24 11:15:36 -0800,San Francisco,Pacific Time (US & Canada),0
8798,5.67842593440145e+17,1.0,,0.6307488939105613,Delta,MerrickRealtor,0.0,jetblu knew done gate correct time gate open,"[40.7127281, -74.0060152]",2015-02-17 16:26:38 -0800,America/New_York,America/New_York,1
3095,5.68690023513526e+17,1.0,Flight Attendant Complaints,1.0,United,Chungy0216,0.0,unit worst flight attend like angri drunk aunt everyth argument,"[34.395342, -111.763275]",2015-02-20 00:34:02 -0800,Arizona,Arizona,0
10639,5.69040346262282e+17,0.6872,,0.0,US Airways,welshlinds,0.0,usairway land phoenix board flight quickli vega time airport,"[46.3144754, 11.0480288]",2015-02-20 23:46:05 -0800,,,1
4436,5.70257317859611e+17,1.0,longlines,0.6835,Southwest,crook_justin,0.0,southwestair flight 1614 fll atl wife travel infant line check baggag 200 peopl long due comput system crash,"[32.7762719, -96.7968559]",2015-02-24 08:21:54 -0800,"Dallas, Texas",,0
934,5.7000245483982e+17,1.0,Flight Booking Problems,0.355,United,aliasboogie,0.0,unit line respons im wait tomorrow morn flight overbook,"[40.7587979, -73.9623427]",2015-02-23 15:29:10 -0800,"New York City, New York",Eastern Time (US & Canada),0
2336,5.69256307045179e+17,1.0,Bad Flight,0.3579,United,yajur,0.0,unit forc check rollaboard ua 715 plenti room overhead next seat,"[30.2711286, -97.7436995]",2015-02-21 14:04:14 -0800,"Austin, Texas",Central Time (US & Canada),0
3885,5.68049646062445e+17,1.0,Customer Service Issue,0.6904,United,zackintheusa,0.0227272727272727,unit give servic terribl wasnt forc use unit certain rout never would,"[30.2711286, -97.7436995]",2015-02-18 06:09:24 -0800,"Austin, Texas",Central Time (US & Canada),0
9527,5.69891260405666e+17,1.0,Lost Luggage,0.6555,US Airways,CatieKriewald,0.0,usairway dm take offlin would love info locat lost bag help appreci,"[30.2711286, -97.7436995]",2015-02-23 08:07:19 -0800,"Austin, Texas",Central Time (US & Canada),0
3146,5.68639359127151e+17,0.6937,Flight Booking Problems,0.6937,United,MrJADMIX,0.0,unit 20288 differ book flight want screen shot,"[41.8755616, -87.6244212]",2015-02-19 21:12:42 -0800,Chicago,,0
3422,5.68454607040606e+17,0.6723,Customer Service Issue,0.3594,United,SaintAwesome504,0.0,unit guess that busiest rout base trafficfuel cost region jet decis still great 4 travel,"[41.8755616, -87.6244212]",2015-02-19 08:58:34 -0800,Chicago,,0
10171,5.69507677501596e+17,1.0,,0.6307488939105613,US Airways,nanceebing,0.0,usairway need confirm pleas help,"[40.7587979, -73.9623427]",2015-02-22 06:43:05 -0800,"New York City, New York",Eastern Time (US & Canada),1
11140,5.68482672789623e+17,1.0,Late Flight,0.6679,US Airways,EmmaTyrer,0.0,usairway year everi time us air someth happen sat wait reschedul flight 10 hour say,"[51.5073359, -0.12765]",2015-02-19 10:50:05 -0800,London,London,0
5543,5.68908838784475e+17,0.6526,,0.6307488939105613,Southwest,NinaDESell,0.0,southwestair theellenshow imaginedragon job interfer wellen show amp concert alway treasur liveatfirefli experi,"[32.7762719, -96.7968559]",2015-02-20 15:03:31 -0800,Dallas,,1
8385,5.68431356037997e+17,1.0,Customer Service Issue,1.0,Delta,LisaTweetsa,0.0,jetblu custom servic bad updat point use next point wont fli point system almost sham,"[-0.2201641, -78.5123274]",2015-02-19 07:26:10 -0800,Quito,Quito,0
2521,5.6914036202505e+17,1.0,Customer Service Issue,0.6513,United,AviNewYork,0.0227272727272727,unit cell phone record need check see convers trust faa handl better,"[18.47240961, -68.39941149]",2015-02-21 06:23:31 -0800,New York,Eastern Time (US & Canada),0
4746,5.69881035682521e+17,0.6424,,0.6307488939105613,Southwest,0504Traveller,0.0,southwestair unveil 4 new rout includ 2 ohio via usatoday,"[30.2711286, -97.7436995]",2015-02-23 07:26:41 -0800,Austin,Central Time (US & Canada),1
4042,5.67853668608926e+17,1.0,Can't Tell,0.6553,United,Co_Semie,0.0,unit alreadi vomit halfway,"[22.2793278, 114.1628131]",2015-02-17 17:10:39 -0800,Hong Kong,Hong Kong,0
6627,5.67752478309876e+17,0.6439,Customer Service Issue,0.6439,Southwest,dallendoug,0.0,southwestair person talk couldnt anyth normal avail onlin charg part,"[32.7762719, -96.7968559]",2015-02-17 10:28:33 -0800,"Dallas, Texas",,0
5811,5.68579873926746e+17,0.6344,,0.0,Southwest,ksteinkamp,0.0,southwestair crew 4028 tonight outstand god bless medic train passeng board,"[30.2711286, -97.7436995]",2015-02-19 17:16:20 -0800,"Austin, Texas",Central Time (US & Canada),2
1376,5.6975054030268e+17,1.0,Late Flight,1.0,United,hilary33836700,0.0,unit 40 minut tarmac that 9 hour delay,"[41.8755616, -87.6244212]",2015-02-22 22:48:08 -0800,Chicago,,0
498,5.67742578561651e+17,1.0,,0.6307488939105613,Virgin America,ryan_kravontka,0.0,virginamerica got 1pm newark home la folk ewr incred letsgohom,"[32.5317397, -117.0195295]",2015-02-17 09:49:13 -0800,Tijuana,Tijuana,2
5031,5.69514047554454e+17,1.0,,0.6307488939105613,Southwest,jessi_goo,0.0,southwestair americanair yall better unit,"[32.7762719, -96.7968559]",2015-02-22 07:08:24 -0800,Dallas,,2
5776,5.68613712858198e+17,1.0,Bad Flight,0.6771,Southwest,JatinAShah,0.0,southwestair cant begin tell slow plane wifi cant even pull email pay 8,"[30.2711286, -97.7436995]",2015-02-19 19:30:48 -0800,"Austin, Texas",Central Time (US & Canada),0
500,5.67735941846938e+17,0.6694,,0.0,Virgin America,waytogopdx,0.0,virginamerica still wait see starryeyes_dev_,"[37.7790262, -122.419906]",2015-02-17 09:22:51 -0800,"San Francisco, California",Pacific Time (US & Canada),1
10804,5.68862015575462e+17,1.0,Customer Service Issue,1.0,US Airways,JustCurious1971,0.0,usairway need get human what fastest way achiev get comput,"[46.3144754, 11.0480288]",2015-02-20 11:57:28 -0800,,,0
7803,5.69235825680106e+17,1.0,,0.6307488939105613,Delta,SenatorA7,0.0,jetblu bring compact fold chair like check bag,"[40.7587979, -73.9623427]",2015-02-21 12:42:51 -0800,"New York City, New York",Eastern Time (US & Canada),1
7945,5.68955077165261e+17,0.632,,0.0,Delta,innovatefitnow,0.0,jetblu save day expedia lost costum jetblu makingthingseasi feelbett,"[33.7489924, -84.3902644]",2015-02-20 18:07:15 -0800,Atlanta,,2
4004,5.6788145916126e+17,1.0,Customer Service Issue,0.6926,United,christruncer,0.0,unit told go know issu go find wont fix,"[40.7587979, -73.9623427]",2015-02-17 19:01:05 -0800,"New York City, New York",Eastern Time (US & Canada),0
11136,5.68483559532569e+17,1.0,Flight Attendant Complaints,0.6688,US Airways,nickpasculli,0.0,usairway 1 person check 50 peopl plane board 20 minut tell peopl americanair exec bene honor,"[34.395342, -111.763275]",2015-02-19 10:53:37 -0800,Arizona,Arizona,0
6198,5.6813680622438e+17,1.0,,0.6307488939105613,Southwest,eliinthemiddle,0.0227272727272727,southwestair gave ticket see imaginedragon velourl saturday cant even right haha thank,"[39.7392364, -104.984862]",2015-02-18 11:55:44 -0800,Denver,Mountain Time (US & Canada),2
4012,5.67873519356285e+17,0.7223,,0.0,United,JackieFerrari3,0.0,unit 374 ord roc fam came see sna im member dad use mile,"[41.8755616, -87.6244212]",2015-02-17 18:29:32 -0800,"Chicago, Illinois",,1
