,tweet_id,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone,__target__
1328,5.69824790200111e+17,0.6657,nan,0.0,United,RaffaellaDom,0.0,unit news departur flight ua51,"[41.8933203, 12.4829321]",2015-02-23 03:43:11 -0800,Rome,Rome,1
1329,5.69824565091824e+17,1.0,nan,0.6307488939105613,United,TravlnKB,0.0,unit ewr agent barbara fabul exampl cust serv pleasur talk,"[-0.2201641, -78.5123274]",2015-02-23 03:42:17 -0800,Quito,Quito,2
1330,5.69821947049218e+17,1.0,Cancelled Flight,1.0,United,sarahali,0.0,unit cancel flightl flight caus crew need sleepbut total okay wake 3am let know cancel flightl,"[41.8755616, -87.6244212]",2015-02-23 03:31:53 -0800,Chicago,nan,0
1331,5.69817289874412e+17,1.0,Customer Service Issue,0.6766,United,youfancygirl,0.0,unit chang last name mileageplu acct site hour ba_usa hold 20min 5 day amp chang yet,"[30.2711286, -97.7436995]",2015-02-23 03:13:23 -0800,"Austin, Texas",Central Time (US & Canada),0
1332,5.69816394180788e+17,1.0,Lost Luggage,1.0,United,PatrickGrubbe,0.0,unit flight land 13 hour ago 2 flight cmhiad last night still bagcould driven cmh,"[40.7587979, -73.9623427]",2015-02-23 03:09:49 -0800,"New York City, New York",Eastern Time (US & Canada),0
1333,5.69816326744777e+17,1.0,nan,0.6307488939105613,United,thepriceisright,0.0,unit someon send note revenu manag team ask open bf gf seat 919,"[40.7587979, -73.9623427]",2015-02-23 03:09:33 -0800,"New York City, New York",Eastern Time (US & Canada),1
1334,5.69815968194679e+17,0.6907,Lost Luggage,0.6907,United,8629Fissile,0.0,unit updat suitcas today pleas,"[51.5073359, -0.12765]",2015-02-23 03:08:08 -0800,London,London,0
1335,5.6981529747515e+17,0.686,Can't Tell,0.686,United,sarahali,0.0,unit liter suck,"[41.8755616, -87.6244212]",2015-02-23 03:05:28 -0800,Chicago,nan,0
1336,5.69815182265979e+17,1.0,nan,0.6307488939105613,United,domdelfino,0.0,unit thank upgrad today great way start week cc ciscojimfrench cobedien,"[-0.2201641, -78.5123274]",2015-02-23 03:05:00 -0800,Quito,Quito,2
1337,5.69814010398274e+17,1.0,Lost Luggage,0.6894,United,MarcusLake31,0.0,unit mayb hire ground staff lax multipl gate agent tell baggag load expect hopeless,"[39.24541389, -106.88172648]",2015-02-23 03:00:21 -0800,Sydney,Sydney,0
1338,5.69813752268374e+17,0.6596,nan,0.0,United,JoeRychalsky,0.0,unit basic need leav hawaii late flight even midnight get back philli late flight monday night trip get tue,"[40.7587979, -73.9623427]",2015-02-23 02:59:19 -0800,"New York City, New York",Eastern Time (US & Canada),1
1339,5.69813373413687e+17,1.0,Flight Attendant Complaints,0.6669,United,CoffeeCult448,0.022727272727272728,unit would encourag reinterview sole flight attend ual 6166 buf ord blatantli stabl uncomfort,"[41.8755616, -87.6244212]",2015-02-23 02:57:49 -0800,"Chicago, Illinois",nan,0
1340,5.69812898815615e+17,1.0,Cancelled Flight,1.0,United,sarahali,0.0,unit second time flight cancel flightl like realli,"[41.8755616, -87.6244212]",2015-02-23 02:55:56 -0800,Chicago,nan,0
1341,5.69811013786313e+17,1.0,Late Flight,1.0,United,priyadarshy,0.0,unit realli 1st flt frm iad 2 iah late flight amp go via nashvil inconveni downgrad ticket,"[-0.2201641, -78.5123274]",2015-02-23 02:48:26 -0800,Quito,Quito,0
1342,5.69809648712327e+17,0.6652,nan,0.0,United,Kwilusz1,0.0,unit ye pleas go drive 6 hour,"[-0.2201641, -78.5123274]",2015-02-23 02:43:01 -0800,Quito,Quito,1
1343,5.69808684252942e+17,1.0,nan,0.6307488939105613,United,Steinberg1,0.0,unit impress superfast repli cgjase,"[20.0615871, 110.18390431]",2015-02-23 02:39:11 -0800,Beijing,Beijing,2
1344,5.6980700092792e+17,1.0,nan,0.6307488939105613,United,Bridget__Walsh,0.0,unit hi jp help awesom tsa repres abl get taken care thank,"[45.1960403, -63.1653789]",2015-02-23 02:32:30 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),2
1345,5.69805215605457e+17,1.0,Customer Service Issue,0.702,United,CWWMUK,0.0,unit first complaint file feb 11th 10 day still responsedisappoint surpris,"[41.8755616, -87.6244212]",2015-02-23 02:25:24 -0800,"Chicago, Illinois",nan,0
1346,5.69804677472252e+17,0.6543,Late Flight,0.6543,United,Kwilusz1,0.0,unit morn 4603 delay 7 hour get newark 10am meet,"[-0.2201641, -78.5123274]",2015-02-23 02:23:16 -0800,Quito,Quito,0
1347,5.69801303204852e+17,1.0,longlines,0.3684,United,kennykhlee,0.0,unit pleas stop spend mktg brand ad use save improv cxp 1hr wait luggag due short staff unaccept,"[37.7790262, -122.419906]",2015-02-23 02:09:51 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1348,5.69792291264713e+17,0.664,nan,0.6307488939105613,United,The5y5Adm1n,0.0,unit child two year old,"[41.8755616, -87.6244212]",2015-02-23 01:34:03 -0800,Chicago,nan,1
1349,5.69791792029151e+17,1.0,Lost Luggage,0.6853,United,jnml,0.0,unit 430am wife still doesnt luggag promis 8pm said way file number dca48810m fail,"[41.8755616, -87.6244212]",2015-02-23 01:32:04 -0800,Chicago,nan,0
1350,5.69785570320196e+17,0.6363,Flight Booking Problems,0.3417,United,Rapetti,0.0,unit tri chang flight onlin got error help via dm,"[37.7790262, -122.419906]",2015-02-23 01:07:20 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1351,5.69785074910155e+17,0.6684,nan,0.6307488939105613,United,The5y5Adm1n,0.0,unit follow dmd,"[41.8755616, -87.6244212]",2015-02-23 01:05:22 -0800,Chicago,nan,1
1352,5.69782352223666e+17,1.0,nan,0.6307488939105613,United,Veronique956,0.0,unit staff rather effici got us solut freak littl limbo air,"[40.7587979, -73.9623427]",2015-02-23 00:54:33 -0800,"New York City, New York",Eastern Time (US & Canada),2
1353,5.69781926162145e+17,1.0,Can't Tell,0.6854,United,doug_samuel,0.0,unit terribl,"[40.7587979, -73.9623427]",2015-02-23 00:52:51 -0800,New York,Eastern Time (US & Canada),0
1354,5.69780939280093e+17,1.0,nan,0.6307488939105613,United,cote_kcote94,0.0,unit denairport unit 787 snowi denver,"[41.8755616, -87.6244212]",2015-02-23 00:48:56 -0800,Chicago,nan,1
1355,5.69780773194113e+17,1.0,Lost Luggage,0.6353,United,TimBouhour,0.0,unit im glad didnt mean doesnt excus ineffici took 70min bag arriv flight,"[41.8755616, -87.6244212]",2015-02-23 00:48:17 -0800,"Chicago, Illinois",nan,0
1356,5.69780368309658e+17,1.0,Flight Booking Problems,1.0,United,Indy2Bangkok,0.0,unit attempt book ticket 3 time kept get error messag hope didnt still charg,"[45.1960403, -63.1653789]",2015-02-23 00:46:40 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),0
1357,5.69777772115194e+17,0.6688,Can't Tell,0.3519,United,BrendanPFarrell,0.0,unit friendli effici air attend coach ua992,"[40.7587979, -73.9623427]",2015-02-23 00:36:21 -0800,"New York City, New York",Eastern Time (US & Canada),0
1358,5.69777329330885e+17,1.0,Bad Flight,0.688,United,BrendanPFarrell,0.0,unit coach interior ua 992 look like salvag 80 tini unus video power amp lifevest floor ua992,"[40.7587979, -73.9623427]",2015-02-23 00:34:35 -0800,"New York City, New York",Eastern Time (US & Canada),0
1359,5.69769708569768e+17,1.0,longlines,0.6774,United,eryder,0.0,unit two dozen back line see singl csr reflight book problem final leg kiosk fritz,"[40.7587979, -73.9623427]",2015-02-23 00:04:18 -0800,"New York City, New York",Eastern Time (US & Canada),0
1360,5.69769624780165e+17,0.7158,Lost Luggage,0.3579,United,wsachs,0.0,unit plane newark check rebecca levi bag name,"[40.7587979, -73.9623427]",2015-02-23 00:03:59 -0800,"New York City, New York",Eastern Time (US & Canada),0
1361,5.69767266075742e+17,1.0,nan,0.6307488939105613,United,KennedyJonesTHO,0.0,unit help add ktn reserv plz,"[34.395342, -111.763275]",2015-02-22 23:54:36 -0800,Arizona,Arizona,1
1362,5.69765076980216e+17,1.0,Late Flight,0.68,United,__XT,0.0,unit aaaand 7 hour late flightr wont catch flight til 6amstuck airport snowstorm hotelhow patienc,"[40.7587979, -73.9623427]",2015-02-22 23:45:54 -0800,New York,Eastern Time (US & Canada),0
1363,5.69763359278506e+17,1.0,nan,0.6307488939105613,United,manuel261984,0.0,unit what ua 1205 lax newark,"[19.4326296, -99.1331785]",2015-02-22 23:39:05 -0800,Mexico City,Mexico City,1
1364,5.69763346431414e+17,0.6947,Late Flight,0.3579,United,DelonGerry,0.0,unit delongerri ual suck,"[41.8755616, -87.6244212]",2015-02-22 23:39:02 -0800,Chicago,nan,0
1365,5.69762463811383e+17,0.6534,Cancelled Flight,0.6534,United,pdxmucci,0.0,unit happen delta took care us peac,"[41.8755616, -87.6244212]",2015-02-22 23:35:31 -0800,"Chicago, Illinois",nan,0
1366,5.69762365572559e+17,1.0,Late Flight,0.6304,United,NicoleIn140,0.0,unit rebook bo uggh 3 hour bu wmass home could flown bdl amp back dc time unitedairlin,"[40.7587979, -73.9623427]",2015-02-22 23:35:08 -0800,"New York City, New York",Eastern Time (US & Canada),0
1367,5.69762067097502e+17,1.0,Lost Luggage,1.0,United,Spanner2,0.0,unit lost bag never ever fli unit joke,"[41.8755616, -87.6244212]",2015-02-22 23:33:57 -0800,"Chicago, Illinois",nan,0
1368,5.69758414810849e+17,1.0,Flight Booking Problems,0.3505,United,huskerjon00,0.022727272727272728,unit appreci chang time 10 min multipl time 6 hour flight annoy seem like 0 clue,"[41.8755616, -87.6244212]",2015-02-22 23:19:26 -0800,Chicago,nan,0
1369,5.69756967935148e+17,1.0,Late Flight,0.3603,United,FrederickMassag,0.0,unit miss ua1568 connect due 2 mechan failur ua1543 uplink prob lose 400 client mon compens,"[40.7587979, -73.9623427]",2015-02-22 23:13:41 -0800,"New York City, New York",Eastern Time (US & Canada),0
1370,5.69755876401275e+17,0.6667,nan,0.6307488939105613,United,lclohmd,0.022727272727272728,unit youll hear sure,"[41.8755616, -87.6244212]",2015-02-22 23:09:21 -0800,"Chicago, Illinois",nan,1
1371,5.69754680626008e+17,1.0,Cancelled Flight,1.0,United,pdxmucci,0.022727272727272728,unit jack cousin trip portland cancel flightl return trip unit,"[41.8755616, -87.6244212]",2015-02-22 23:04:36 -0800,"Chicago, Illinois",nan,0
1372,5.69753797704024e+17,0.6851,Can't Tell,0.3596,United,JasonArbaugh,0.0,unit ye head deic 5 minut sent made austin wait luggag,"[41.8755616, -87.6244212]",2015-02-22 23:01:05 -0800,Chicago,nan,0
1373,5.69753041420866e+17,1.0,nan,0.6307488939105613,United,The5y5Adm1n,0.0,unit ethiopia adopt child need flight home add grr late flight 227 earli 228 need chang exist reserv,"[41.8755616, -87.6244212]",2015-02-22 22:58:05 -0800,Chicago,nan,1
1374,5.69751515461603e+17,1.0,Lost Luggage,0.6359,United,czamkoff,0.0,unit cancel flight flight 2 delay lost luggag your worst disgrac aw compani horribl servic,"[41.8755616, -87.6244212]",2015-02-22 22:52:01 -0800,Chicago,nan,0
1375,5.69751096580813e+17,1.0,longlines,0.3456,United,ScottRSlaughter,0.0,unit doesnt help 100 passeng arriv hour late flight,"[41.8755616, -87.6244212]",2015-02-22 22:50:21 -0800,Chicago,nan,0
1376,5.6975054030268e+17,1.0,Late Flight,1.0,United,hilary33836700,0.0,unit 40 minut tarmac that 9 hour delay,"[41.8755616, -87.6244212]",2015-02-22 22:48:08 -0800,Chicago,nan,0
1377,5.69749896095359e+17,1.0,Cancelled Flight,1.0,United,patlee,0.0,unit glad took care reschedul ua 1580 ogg cancel flightl,"[37.7790262, -122.419906]",2015-02-22 22:45:35 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1378,5.6974942248296e+17,0.6724,Flight Booking Problems,0.3673,United,PopsCutrona,0.0,unit tri fill statu match form got hit error messag tell went,"[37.7790262, -122.419906]",2015-02-22 22:43:42 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1379,5.69749233344983e+17,1.0,Late Flight,0.6759,United,hilary33836700,0.0,unit flight 746 go sit tarmac forev,"[41.8755616, -87.6244212]",2015-02-22 22:42:57 -0800,Chicago,nan,0
1380,5.69748884164989e+17,1.0,Flight Attendant Complaints,0.6818,United,JacquieMae08,0.022727272727272728,unit one worker refus give name refer note tone amp languag unprofession,"[34.395342, -111.763275]",2015-02-22 22:41:34 -0800,Arizona,Arizona,0
1381,5.69748687812846e+17,1.0,Customer Service Issue,0.3462,United,chocolossus,0.022727272727272728,unit that blame compani everi opportun job manag fail time lazi reason,"[41.8755616, -87.6244212]",2015-02-22 22:40:47 -0800,"Chicago, Illinois",nan,0
1382,5.69748572104561e+17,0.6667,nan,0.6307488939105613,United,abroad_aus,0.0,unit wan na grand staff,"[41.8755616, -87.6244212]",2015-02-22 22:40:19 -0800,Chicago,nan,2
1383,5.69748501342478e+17,1.0,Customer Service Issue,0.6522,United,BrentOya,0.0,unit sf crew lack lot custom servic lax employe lot better wonder,"[41.8755616, -87.6244212]",2015-02-22 22:40:02 -0800,Chicago,nan,0
1384,5.69748491943039e+17,0.6691,Flight Attendant Complaints,0.351,United,chocolossus,0.022727272727272728,unit that miss flight flight held 5 minut would made watch pull away gate,"[41.8755616, -87.6244212]",2015-02-22 22:40:00 -0800,"Chicago, Illinois",nan,0
1385,5.69748289945362e+17,1.0,Flight Attendant Complaints,0.3435,United,chocolossus,0.0,unit also didnt ice frozen metal walkway wast 40 minut one knew simpl job,"[41.8755616, -87.6244212]",2015-02-22 22:39:12 -0800,"Chicago, Illinois",nan,0
1386,5.69748099616215e+17,1.0,Cancelled Flight,0.6667,United,chocolossus,0.0,unit ground crew inept left truck sit tarmac didnt gate agent got gate,"[41.8755616, -87.6244212]",2015-02-22 22:38:27 -0800,"Chicago, Illinois",nan,0
1387,5.69747706047934e+17,1.0,nan,0.6307488939105613,United,abroad_aus,0.0,unit wan na ride unit airlin love airplan,"[41.8755616, -87.6244212]",2015-02-22 22:36:53 -0800,Chicago,nan,2
1388,5.69747702981853e+17,1.0,Cancelled Flight,0.6838,United,hilary33836700,0.0,unit 2 day 1 flight cancel flightl anoth delay 8 hour unit gave 7 food voucher that much valu time,"[41.8755616, -87.6244212]",2015-02-22 22:36:52 -0800,Chicago,nan,0
1389,5.69747668232065e+17,1.0,Flight Attendant Complaints,0.6531,United,wsachs,0.0,unit check secur wrong name given wrong board pass airlinesecur,"[40.7587979, -73.9623427]",2015-02-22 22:36:44 -0800,"New York City, New York",Eastern Time (US & Canada),0
1390,5.69746687805096e+17,1.0,Late Flight,1.0,United,hilary33836700,0.022727272727272728,unit hell flight 746 delay sinc 3 pm final board sit tarmac fampampck plane ever leav,"[41.8755616, -87.6244212]",2015-02-22 22:32:50 -0800,Chicago,nan,0
1391,5.69745645956772e+17,1.0,Cancelled Flight,1.0,United,patlee,0.0,unit actual flight cancel flightl,"[37.7790262, -122.419906]",2015-02-22 22:28:42 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1392,5.6974536594083e+17,1.0,Customer Service Issue,0.6847,United,patlee,0.0,unit loyal premier platinum member lack commun realli bad also dont see taken yet,"[37.7790262, -122.419906]",2015-02-22 22:27:35 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1393,5.69744378354401e+17,0.7087,Late Flight,0.7087,United,greghm88,0.0,unit thank chang manag arriv 8 hour delay exhaust,"[41.8755616, -87.6244212]",2015-02-22 22:23:39 -0800,"Chicago, Illinois",nan,0
1394,5.69744079027896e+17,1.0,Cancelled Flight,0.6804,United,gwen1013,0.022727272727272728,unit 2nd time rebook wdelay reason unrel flightd weather go request flight voucher,"[41.8755616, -87.6244212]",2015-02-22 22:22:28 -0800,"Chicago, Illinois",nan,0
1395,5.69743891714347e+17,1.0,longlines,0.6818,United,DudeOfTheHouse,0.0,unit consid 50 min bag 1000pm sunday night fast reconsid think mean,"[37.7790262, -122.419906]",2015-02-22 22:21:43 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1396,5.69743079491547e+17,1.0,Flight Attendant Complaints,0.6598,United,meeems22,0.0,unit horribl attitud staff delay level servic respect one expect unit,"[41.8755616, -87.6244212]",2015-02-22 22:18:30 -0800,Chicago,nan,0
1397,5.69741986502042e+17,0.6501,Flight Attendant Complaints,0.3414,United,toromiller,0.0,unit want loyal dont let carri bag easili fit overhead,"[40.7587979, -73.9623427]",2015-02-22 22:14:09 -0800,"New York City, New York",Eastern Time (US & Canada),0
1398,5.69741366642618e+17,0.6659,nan,0.0,United,toromiller,0.0,unit ua flight 1247 sfo lax took carri gate im group 2 overhead bin empti,"[40.7587979, -73.9623427]",2015-02-22 22:11:41 -0800,"New York City, New York",Eastern Time (US & Canada),1
1399,5.69741325454541e+17,1.0,Can't Tell,0.3646,United,ChrisPinTX,0.022727272727272728,unit top paid 1st class wife got stuck coach,"[30.2711286, -97.7436995]",2015-02-22 22:11:31 -0800,Austin,Central Time (US & Canada),0
1400,5.69741306190172e+17,1.0,Flight Attendant Complaints,0.6246,United,ChrisPinTX,0.022727272727272728,unit ph pat answer bs deni board sat gate 905 employe total suck,"[30.2711286, -97.7436995]",2015-02-22 22:11:27 -0800,Austin,Central Time (US & Canada),0
1401,5.69740959610573e+17,1.0,Customer Service Issue,1.0,United,BKnowles314,0.0,unit last week unit provid worst custom servic experi life disgust unit,"[41.8755616, -87.6244212]",2015-02-22 22:10:04 -0800,"Chicago, Illinois",nan,0
1402,5.69740316577632e+17,1.0,Lost Luggage,1.0,United,melonbee,0.0,unit 24 hr sinc flight land zero info miss bag rough eta would huge help restor confid,"[40.7587979, -73.9623427]",2015-02-22 22:07:31 -0800,New York,Eastern Time (US & Canada),0
1403,5.69739044004823e+17,1.0,Bad Flight,0.3659,United,BeyondStatusQuo,0.0,unit big surpris nogat wait plane fucken issu everyth fli fail worstairlineev,"[37.7790262, -122.419906]",2015-02-22 22:02:27 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1404,5.69738845895336e+17,0.6361,Bad Flight,0.3532,United,Frqtflyer1,0.0,unit belabor pointbut shouldnt abl put laptop bag seat announc leav roller thx,"[34.395342, -111.763275]",2015-02-22 22:01:40 -0800,Arizona,Arizona,0
1405,5.69738748885279e+17,1.0,Bad Flight,0.3455,United,BeyondStatusQuo,0.0,unit maybemang airlin alittlebett arriv lax gate howisthatposs alway thing wu,"[37.7790262, -122.419906]",2015-02-22 22:01:17 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1406,5.69738245237395e+17,1.0,Lost Luggage,0.3569,United,travelpro888,0.0,unit check unit app valuabl use app remov longer see statu equip,"[41.8755616, -87.6244212]",2015-02-22 21:59:17 -0800,Chicago,nan,0
1407,5.69734991862608e+17,1.0,Customer Service Issue,1.0,United,ClaudiaMarrufo,0.0,unit even run gate connect flight custom servic let us plane park strand,"[37.7790262, -122.419906]",2015-02-22 21:46:21 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1408,5.69734065697354e+17,1.0,Cancelled Flight,1.0,United,teamcrafty,0.0,unit im desper tri understand girlfriend treat cancel flightleddelay flight unaccept ord,"[-0.2201641, -78.5123274]",2015-02-22 21:42:41 -0800,Quito,Quito,0
1409,5.69731353337582e+17,0.6547,Customer Service Issue,0.3331,United,katieclaytonn,0.022727272727272728,unit nope chanc airlin mess way trip,"[30.2711286, -97.7436995]",2015-02-22 21:31:54 -0800,Austin,Central Time (US & Canada),0
1410,5.69730716692394e+17,0.6946,Bad Flight,0.6946,United,Frqtflyer1,0.0,unit announc roller want put coat isnt choic gate check thx,"[34.395342, -111.763275]",2015-02-22 21:29:22 -0800,Arizona,Arizona,0
1411,5.69730682949399e+17,1.0,nan,0.6307488939105613,United,JasmineDT,0.0,unit your earli frontrunn best airlin oscars2016,"[40.7587979, -73.9623427]",2015-02-22 21:29:14 -0800,"New York City, New York",Eastern Time (US & Canada),2
1412,5.69730182371635e+17,1.0,Lost Luggage,1.0,United,nigelcornwallis,0.0,unit bag left behind plane overweight great knew soon land instead let us wait 45 minut info,"[40.7587979, -73.9623427]",2015-02-22 21:27:15 -0800,New York,Eastern Time (US & Canada),0
1413,5.69729325546603e+17,1.0,Customer Service Issue,1.0,United,MarcusLake31,0.0,unit fampk joke custom servic woeful staff tell passeng someth,"[39.84911904, -104.67447584]",2015-02-22 21:23:50 -0800,Sydney,Sydney,0
1414,5.69726059937186e+17,1.0,Late Flight,0.6711,United,markymark928,0.0,unit sponsor oscar wonder half hour delay oscar,"[-0.2201641, -78.5123274]",2015-02-22 21:10:52 -0800,Quito,Quito,0
1415,5.69725892324254e+17,0.6703,nan,0.0,United,sdpurv,0.0,unit work like charm bag wait carousel got baggag claim welldon goodflight friendlyski,"[39.7392364, -104.984862]",2015-02-22 21:10:12 -0800,"Denver, Colorado",Mountain Time (US & Canada),2
1416,5.69725805066002e+17,1.0,Lost Luggage,1.0,United,HamborgJack,0.0,unit lose bag wont give free pretzel fraud,"[41.8755616, -87.6244212]",2015-02-22 21:09:51 -0800,Chicago,nan,0
1417,5.69724822177096e+17,1.0,Customer Service Issue,1.0,United,hart0277,0.0,unit tri charg 150 buck lower award ticket want get hard earn point back total bs,"[41.8755616, -87.6244212]",2015-02-22 21:05:57 -0800,"Chicago, Illinois",nan,0
1418,5.69724705063596e+17,1.0,Late Flight,1.0,United,deltabrav0,0.0,unit asap mean two hour worth delay return termin count luggag third time gottogetbett,"[36.08161548, -115.14959772]",2015-02-22 21:05:29 -0800,"Austin, Texas",Central Time (US & Canada),0
1419,5.69724682695369e+17,1.0,Customer Service Issue,1.0,United,anniemccleary,0.0,unit apart hold 2 hour talk 5 peopl problem still resolv,"[-27.4689682, 153.0234991]",2015-02-22 21:05:23 -0800,Brisbane,Brisbane,0
1420,5.69724281334034e+17,1.0,Late Flight,0.6568,United,BALLarsen,0.0,unit typic cane respons ua fix crappi perform last placedrank airlin centuri,"[41.8755616, -87.6244212]",2015-02-22 21:03:48 -0800,"Chicago, Illinois",nan,0
1421,5.69724257879503e+17,1.0,Can't Tell,0.6804,United,ljtypes,0.022727272727272728,unit even legal guy advertis flight cant honor,"[41.8755616, -87.6244212]",2015-02-22 21:03:42 -0800,"Chicago, Illinois",nan,0
1422,5.69724245963444e+17,1.0,Customer Service Issue,1.0,United,kyles32,0.0,unit custom servic worst hang custom intent one hour hold,"[41.8755616, -87.6244212]",2015-02-22 21:03:39 -0800,Chicago,nan,0
1423,5.69724186173641e+17,1.0,Flight Booking Problems,1.0,United,ljtypes,0.0,unit forc book flight differ date origin plan higher price 1130 felt like bait switch tactic,"[41.8755616, -87.6244212]",2015-02-22 21:03:25 -0800,"Chicago, Illinois",nan,0
1424,5.69724119748637e+17,1.0,Can't Tell,0.6714,United,hart0277,0.0,unit love dont give shit peopl tri loyal screw everi way till sunday glad ive stay away,"[41.8755616, -87.6244212]",2015-02-22 21:03:09 -0800,"Chicago, Illinois",nan,0
1425,5.69724056645141e+17,0.6611,Flight Booking Problems,0.6611,United,ljtypes,0.0,unit tri differ flight iahmnl 411541715 6 flight advertis 1038 bookabl due partner error,"[41.8755616, -87.6244212]",2015-02-22 21:02:54 -0800,"Chicago, Illinois",nan,0
1426,5.69723994468962e+17,1.0,Can't Tell,1.0,United,rebeccafrack,0.022727272727272728,unit differ airlin,"[40.7587979, -73.9623427]",2015-02-22 21:02:39 -0800,"New York City, New York",Eastern Time (US & Canada),0
1427,5.69723985262354e+17,1.0,Customer Service Issue,0.6477,United,ljtypes,0.0,unit told case week still resolv,"[41.8755616, -87.6244212]",2015-02-22 21:02:37 -0800,"Chicago, Illinois",nan,0
1428,5.69723932355359e+17,1.0,Flight Booking Problems,0.6654,United,asciimike,0.0,unit click upgrad didnt upgrad give,"[41.8755616, -87.6244212]",2015-02-22 21:02:25 -0800,"Chicago, Illinois",nan,0
1429,5.69723892358468e+17,1.0,Customer Service Issue,1.0,United,ljtypes,0.0,unit advertis flight still websit still cant book spent 2 hour unit support,"[41.8755616, -87.6244212]",2015-02-22 21:02:15 -0800,"Chicago, Illinois",nan,0
1430,5.69723768773349e+17,1.0,Flight Booking Problems,1.0,United,ljtypes,0.0,unit tri book flight iahmnl depart 33115 return 41715 advertis 9 flight 1051 cant book,"[41.8755616, -87.6244212]",2015-02-22 21:01:46 -0800,"Chicago, Illinois",nan,0
1431,5.69723119415513e+17,1.0,nan,0.6307488939105613,United,D_WaYnE_01,0.0,unit book flight 2 view reserv mi connect first name problem chang,"[41.8755616, -87.6244212]",2015-02-22 20:59:11 -0800,Chicago,nan,1
1432,5.69722907187753e+17,0.6882,Can't Tell,0.3441,United,PopsCutrona,0.022727272727272728,unit quick seriou question resourcesr show qualiti servic better 8th place,"[37.7790262, -122.419906]",2015-02-22 20:58:20 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1433,5.69722230340334e+17,1.0,nan,0.6307488939105613,United,gochrisgo,0.0,unit get tsa final board ua 1534,"[40.7587979, -73.9623427]",2015-02-22 20:55:39 -0800,"New York City, New York",Eastern Time (US & Canada),1
1434,5.69722020776116e+17,1.0,Customer Service Issue,1.0,United,almaaa08,0.0,unit ye call regard speak someon even unfortun bounc around,"[40.7587979, -73.9623427]",2015-02-22 20:54:49 -0800,New York,Eastern Time (US & Canada),0
1435,5.69721972600529e+17,1.0,Bad Flight,1.0,United,BrianMullane,0.0,unit flight 472 ord couldnt let know found via app minut land aw flight,"[40.7587979, -73.9623427]",2015-02-22 20:54:37 -0800,"New York City, New York",Eastern Time (US & Canada),0
1436,5.69721804891271e+17,0.65,Can't Tell,0.65,United,jovytavarez,0.0,unit need help spanish,"[41.8755616, -87.6244212]",2015-02-22 20:53:57 -0800,"Chicago, Illinois",nan,0
1437,5.69720565319102e+17,1.0,Late Flight,0.3639,United,meeems22,0.022727272727272728,unit disappoint experi plane mech delay next one didnt wait sincer apolog told complain onlin,"[41.8755616, -87.6244212]",2015-02-22 20:49:02 -0800,Chicago,nan,0
1438,5.69720394782876e+17,0.6455,Lost Luggage,0.6455,United,Joe_Curry,0.0,unit lost sunglass flight okc iah morn 8am takeoff way retriev,"[30.2711286, -97.7436995]",2015-02-22 20:48:21 -0800,"Austin, Texas",Central Time (US & Canada),0
1439,5.69717327966691e+17,0.6736,nan,0.0,United,Luvs_Kitties,0.0,unit reccewif except everyth youv ask heh,"[45.1960403, -63.1653789]",2015-02-22 20:36:10 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),1
1440,5.69716774431666e+17,1.0,Late Flight,1.0,United,JasonArbaugh,0.0,unit ua1731 denver austin still ground,"[41.8755616, -87.6244212]",2015-02-22 20:33:58 -0800,Chicago,nan,0
1441,5.69716703556444e+17,1.0,Customer Service Issue,1.0,United,keithlavon,0.0,unit either staff whoever contract pvd fail big time tonight,"[40.7587979, -73.9623427]",2015-02-22 20:33:41 -0800,"New York City, New York",Eastern Time (US & Canada),0
1442,5.69716594731045e+17,1.0,nan,0.6307488939105613,United,TheJonesest,0.0,unit ua1469 land,"[27.9746606, -82.5320172]",2015-02-22 20:33:15 -0800,"Nova Scotia, Canada",Atlantic Time (Canada),1
1443,5.69716558487904e+17,0.6392,Bad Flight,0.3299,United,PopsCutrona,0.0,unit consid current gold delta make jump upcom flight sfo singapor,"[37.7790262, -122.419906]",2015-02-22 20:33:07 -0800,"San Francisco, California",Pacific Time (US & Canada),0
1444,5.69716148293349e+17,1.0,nan,0.6307488939105613,United,ericdavidson86,0.0,unit flight 435,"[41.8755616, -87.6244212]",2015-02-22 20:31:29 -0800,Chicago,nan,1
1445,5.69716101027746e+17,1.0,Bad Flight,0.3483,United,chocolossus,0.022727272727272728,unit worst flight ive ever ground crew ignor plane made miss flight cover cost hotel den,"[41.8755616, -87.6244212]",2015-02-22 20:31:17 -0800,"Chicago, Illinois",nan,0
